customer_id,order_date,order_id,order_status,required_date,shipped_date,staff_name,store
274,2016-07-24,329,4,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes
622,2016-07-24,330,4,2016-07-27,2016-07-27,Marcelene,Baldwin Bikes
642,2016-07-24,331,4,2016-07-26,2016-07-25,Marcelene,Baldwin Bikes
659,2016-07-24,332,4,2016-07-26,2016-07-26,Venita,Baldwin Bikes
779,2016-07-25,333,4,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes
1112,2016-07-25,334,4,2016-07-28,2016-07-27,Venita,Baldwin Bikes
1193,2016-07-25,335,4,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes
1030,2016-07-26,336,4,2016-07-29,2016-07-27,Venita,Baldwin Bikes
1252,2016-07-26,337,4,2016-07-27,2016-07-28,Venita,Baldwin Bikes
1333,2016-07-28,338,4,2016-07-29,2016-07-30,Genna,Santa Cruz Bikes
1110,2016-07-28,339,4,2016-07-31,2016-07-29,Venita,Baldwin Bikes
963,2016-07-29,340,4,2016-07-30,2016-07-31,Venita,Baldwin Bikes
1357,2016-07-31,341,4,2016-08-03,2016-08-01,Genna,Santa Cruz Bikes
806,2016-07-31,342,4,2016-08-01,2016-08-03,Venita,Baldwin Bikes
961,2016-07-31,343,4,2016-08-02,2016-08-01,Venita,Baldwin Bikes
750,2016-08-01,344,4,2016-08-03,2016-08-02,Marcelene,Baldwin Bikes
1299,2016-08-01,345,4,2016-08-04,2016-08-03,Marcelene,Baldwin Bikes
584,2016-08-01,346,4,2016-08-03,2016-08-02,Layla,Rowlett Bikes
1004,2016-08-02,347,4,2016-08-03,2016-08-05,Marcelene,Baldwin Bikes
907,2016-08-02,348,4,2016-08-05,2016-08-04,Layla,Rowlett Bikes
30,2016-08-03,349,3,2016-08-03,,Genna,Santa Cruz Bikes
31,2016-08-03,350,3,2016-08-03,,Genna,Santa Cruz Bikes
1307,2016-08-03,351,4,2016-08-06,2016-08-04,Mireya,Santa Cruz Bikes
16,2016-08-03,352,4,2016-08-04,2016-08-06,Venita,Baldwin Bikes
1387,2016-08-03,353,4,2016-08-06,2016-08-06,Venita,Baldwin Bikes
551,2016-08-03,354,4,2016-08-05,2016-08-06,Kali,Rowlett Bikes
1011,2016-08-03,355,4,2016-08-05,2016-08-05,Kali,Rowlett Bikes
1189,2016-08-04,356,4,2016-08-07,2016-08-06,Marcelene,Baldwin Bikes
14,2016-08-05,357,3,2016-08-05,,Kali,Rowlett Bikes
1042,2016-08-05,358,4,2016-08-07,2016-08-07,Venita,Baldwin Bikes
441,2016-08-07,359,4,2016-08-10,2016-08-10,Venita,Baldwin Bikes
1300,2016-08-07,360,4,2016-08-09,2016-08-10,Marcelene,Baldwin Bikes
994,2016-08-08,361,4,2016-08-09,2016-08-11,Marcelene,Baldwin Bikes
187,2016-08-09,362,4,2016-08-11,2016-08-11,Mireya,Santa Cruz Bikes
834,2016-08-11,363,4,2016-08-12,2016-08-13,Kali,Rowlett Bikes
373,2016-08-12,364,4,2016-08-14,2016-08-13,Marcelene,Baldwin Bikes
981,2016-08-13,365,4,2016-08-14,2016-08-15,Marcelene,Baldwin Bikes
1054,2016-08-13,366,4,2016-08-14,2016-08-14,Layla,Rowlett Bikes
527,2016-08-14,367,4,2016-08-15,2016-08-15,Venita,Baldwin Bikes
995,2016-08-14,368,4,2016-08-15,2016-08-17,Venita,Baldwin Bikes
1285,2016-08-15,369,4,2016-08-18,2016-08-18,Genna,Santa Cruz Bikes
758,2016-08-15,370,4,2016-08-18,2016-08-18,Venita,Baldwin Bikes
891,2016-08-15,371,4,2016-08-16,2016-08-18,Venita,Baldwin Bikes
132,2016-08-16,372,4,2016-08-18,2016-08-18,Marcelene,Baldwin Bikes
337,2016-08-16,373,4,2016-08-19,2016-08-17,Venita,Baldwin Bikes
1313,2016-08-17,374,4,2016-08-19,2016-08-18,Mireya,Santa Cruz Bikes
536,2016-08-17,375,4,2016-08-20,2016-08-20,Venita,Baldwin Bikes
825,2016-08-17,376,4,2016-08-19,2016-08-18,Marcelene,Baldwin Bikes
1355,2016-08-17,377,4,2016-08-19,2016-08-20,Marcelene,Baldwin Bikes
475,2016-08-17,378,4,2016-08-20,2016-08-20,Layla,Rowlett Bikes
954,2016-08-18,379,4,2016-08-21,2016-08-21,Venita,Baldwin Bikes
1156,2016-08-19,380,4,2016-08-20,2016-08-21,Venita,Baldwin Bikes
1297,2016-08-19,381,4,2016-08-21,2016-08-21,Venita,Baldwin Bikes
199,2016-08-20,382,4,2016-08-23,2016-08-23,Marcelene,Baldwin Bikes
331,2016-08-20,383,4,2016-08-23,2016-08-22,Venita,Baldwin Bikes
410,2016-08-20,384,4,2016-08-22,2016-08-23,Venita,Baldwin Bikes
1274,2016-08-20,385,4,2016-08-23,2016-08-22,Venita,Baldwin Bikes
1362,2016-08-20,386,4,2016-08-23,2016-08-23,Marcelene,Baldwin Bikes
451,2016-08-20,387,4,2016-08-21,2016-08-21,Kali,Rowlett Bikes
1080,2016-08-21,388,4,2016-08-24,2016-08-23,Kali,Rowlett Bikes
53,2016-08-22,389,4,2016-08-24,2016-08-25,Genna,Santa Cruz Bikes
576,2016-08-22,390,4,2016-08-24,2016-08-25,Layla,Rowlett Bikes
61,2016-08-23,391,3,2016-08-23,,Layla,Rowlett Bikes
176,2016-08-23,392,4,2016-08-26,2016-08-24,Genna,Santa Cruz Bikes
368,2016-08-25,393,4,2016-08-26,2016-08-27,Marcelene,Baldwin Bikes
522,2016-08-26,394,4,2016-08-28,2016-08-29,Genna,Santa Cruz Bikes
144,2016-08-26,395,4,2016-08-27,2016-08-29,Marcelene,Baldwin Bikes
542,2016-08-27,396,4,2016-08-30,2016-08-29,Marcelene,Baldwin Bikes
1437,2016-08-28,397,4,2016-08-31,2016-08-29,Venita,Baldwin Bikes
447,2016-08-29,398,4,2016-08-30,2016-09-01,Mireya,Santa Cruz Bikes
1001,2016-08-29,399,4,2016-09-01,2016-09-01,Venita,Baldwin Bikes
1295,2016-08-29,400,4,2016-08-30,2016-08-31,Marcelene,Baldwin Bikes
103,2016-08-30,401,4,2016-09-02,2016-09-01,Marcelene,Baldwin Bikes
1335,2016-08-30,402,4,2016-09-01,2016-08-31,Marcelene,Baldwin Bikes
578,2016-08-31,403,4,2016-09-01,2016-09-02,Genna,Santa Cruz Bikes
396,2016-08-31,404,4,2016-09-03,2016-09-01,Venita,Baldwin Bikes
603,2016-08-31,405,4,2016-09-01,2016-09-01,Marcelene,Baldwin Bikes
1380,2016-08-31,406,4,2016-09-02,2016-09-01,Venita,Baldwin Bikes
77,2016-09-01,407,3,2016-09-01,,Kali,Rowlett Bikes
1071,2016-09-01,408,4,2016-09-02,2016-09-02,Mireya,Santa Cruz Bikes
416,2016-09-01,409,4,2016-09-04,2016-09-04,Venita,Baldwin Bikes
1151,2016-09-01,410,4,2016-09-03,2016-09-02,Marcelene,Baldwin Bikes
261,2016-09-02,411,4,2016-09-04,2016-09-04,Genna,Santa Cruz Bikes
1202,2016-09-02,412,4,2016-09-04,2016-09-04,Genna,Santa Cruz Bikes
717,2016-09-02,413,4,2016-09-05,2016-09-03,Marcelene,Baldwin Bikes
917,2016-09-03,414,4,2016-09-06,2016-09-06,Venita,Baldwin Bikes
1265,2016-09-03,415,4,2016-09-06,2016-09-06,Venita,Baldwin Bikes
1377,2016-09-03,416,4,2016-09-04,2016-09-06,Venita,Baldwin Bikes
359,2016-09-04,417,4,2016-09-05,2016-09-06,Genna,Santa Cruz Bikes
88,2016-09-04,418,4,2016-09-05,2016-09-05,Marcelene,Baldwin Bikes
14,2016-09-04,419,4,2016-09-07,2016-09-06,Kali,Rowlett Bikes
72,2016-09-05,420,4,2016-09-06,2016-09-07,Genna,Santa Cruz Bikes
240,2016-09-05,421,4,2016-09-06,2016-09-08,Genna,Santa Cruz Bikes
398,2016-09-06,422,4,2016-09-07,2016-09-09,Marcelene,Baldwin Bikes
1397,2016-09-06,423,4,2016-09-09,2016-09-09,Venita,Baldwin Bikes
67,2016-09-08,424,4,2016-09-11,2016-09-11,Genna,Santa Cruz Bikes
843,2016-09-08,425,4,2016-09-11,2016-09-11,Marcelene,Baldwin Bikes
944,2016-09-08,426,4,2016-09-10,2016-09-10,Marcelene,Baldwin Bikes
434,2016-09-09,427,4,2016-09-10,2016-09-11,Mireya,Santa Cruz Bikes
1039,2016-09-09,428,4,2016-09-12,2016-09-10,Marcelene,Baldwin Bikes
153,2016-09-10,429,4,2016-09-12,2016-09-12,Kali,Rowlett Bikes
272,2016-09-11,430,4,2016-09-13,2016-09-12,Marcelene,Baldwin Bikes
1217,2016-09-11,431,4,2016-09-12,2016-09-12,Marcelene,Baldwin Bikes
169,2016-09-12,432,4,2016-09-15,2016-09-14,Mireya,Santa Cruz Bikes
1062,2016-09-12,433,4,2016-09-15,2016-09-13,Marcelene,Baldwin Bikes
726,2016-09-13,434,4,2016-09-15,2016-09-14,Marcelene,Baldwin Bikes
77,2016-09-14,435,4,2016-09-15,2016-09-16,Layla,Rowlett Bikes
791,2016-09-16,436,4,2016-09-19,2016-09-19,Venita,Baldwin Bikes
1085,2016-09-16,437,4,2016-09-18,2016-09-18,Venita,Baldwin Bikes
314,2016-09-16,438,4,2016-09-19,2016-09-18,Kali,Rowlett Bikes
149,2016-09-17,439,4,2016-09-20,2016-09-18,Marcelene,Baldwin Bikes
882,2016-09-17,440,4,2016-09-18,2016-09-19,Venita,Baldwin Bikes
704,2016-09-18,441,4,2016-09-19,2016-09-19,Mireya,Santa Cruz Bikes
667,2016-09-18,442,4,2016-09-21,2016-09-21,Venita,Baldwin Bikes
1371,2016-09-18,443,4,2016-09-19,2016-09-20,Marcelene,Baldwin Bikes
30,2016-09-19,444,4,2016-09-20,2016-09-21,Mireya,Santa Cruz Bikes
362,2016-09-19,445,4,2016-09-22,2016-09-22,Marcelene,Baldwin Bikes
399,2016-09-19,446,4,2016-09-21,2016-09-20,Venita,Baldwin Bikes
808,2016-09-20,447,4,2016-09-23,2016-09-22,Kali,Rowlett Bikes
101,2016-09-21,448,4,2016-09-22,2016-09-24,Marcelene,Baldwin Bikes
492,2016-09-21,449,4,2016-09-24,2016-09-22,Venita,Baldwin Bikes
575,2016-09-21,450,4,2016-09-24,2016-09-23,Venita,Baldwin Bikes
1146,2016-09-21,451,4,2016-09-23,2016-09-22,Venita,Baldwin Bikes
997,2016-09-22,452,4,2016-09-23,2016-09-24,Venita,Baldwin Bikes
1028,2016-09-22,453,4,2016-09-24,2016-09-25,Venita,Baldwin Bikes
988,2016-09-23,454,4,2016-09-25,2016-09-26,Marcelene,Baldwin Bikes
1055,2016-09-23,455,4,2016-09-24,2016-09-24,Venita,Baldwin Bikes
1061,2016-09-23,456,4,2016-09-26,2016-09-25,Layla,Rowlett Bikes
1349,2016-09-24,457,4,2016-09-27,2016-09-27,Genna,Santa Cruz Bikes
197,2016-09-25,458,4,2016-09-28,2016-09-26,Marcelene,Baldwin Bikes
874,2016-09-25,459,4,2016-09-28,2016-09-26,Marcelene,Baldwin Bikes
691,2016-09-25,460,4,2016-09-27,2016-09-26,Kali,Rowlett Bikes
853,2016-09-26,461,4,2016-09-27,2016-09-27,Venita,Baldwin Bikes
852,2016-09-27,462,4,2016-09-28,2016-09-29,Marcelene,Baldwin Bikes
964,2016-09-27,463,4,2016-09-28,2016-09-28,Kali,Rowlett Bikes
74,2016-09-28,464,4,2016-09-30,2016-09-29,Venita,Baldwin Bikes
1198,2016-09-28,465,4,2016-10-01,2016-10-01,Marcelene,Baldwin Bikes
1440,2016-09-28,466,4,2016-09-29,2016-10-01,Venita,Baldwin Bikes
555,2016-09-28,467,4,2016-09-30,2016-09-30,Kali,Rowlett Bikes
1261,2016-09-29,468,4,2016-10-02,2016-09-30,Genna,Santa Cruz Bikes
1089,2016-09-29,469,4,2016-10-02,2016-10-02,Venita,Baldwin Bikes
641,2016-09-30,470,4,2016-10-02,2016-10-02,Genna,Santa Cruz Bikes
697,2016-09-30,471,4,2016-10-02,2016-10-01,Genna,Santa Cruz Bikes
468,2016-09-30,472,4,2016-10-01,2016-10-01,Venita,Baldwin Bikes
549,2016-09-30,473,4,2016-10-02,2016-10-03,Venita,Baldwin Bikes
553,2016-10-01,474,4,2016-10-04,2016-10-04,Genna,Santa Cruz Bikes
241,2016-10-01,475,4,2016-10-04,2016-10-03,Venita,Baldwin Bikes
559,2016-10-01,476,4,2016-10-04,2016-10-02,Marcelene,Baldwin Bikes
449,2016-10-02,477,4,2016-10-05,2016-10-04,Mireya,Santa Cruz Bikes
304,2016-10-02,478,4,2016-10-05,2016-10-03,Venita,Baldwin Bikes
984,2016-10-03,479,4,2016-10-04,2016-10-04,Marcelene,Baldwin Bikes
686,2016-10-04,480,4,2016-10-07,2016-10-05,Genna,Santa Cruz Bikes
481,2016-10-04,481,4,2016-10-07,2016-10-06,Layla,Rowlett Bikes
513,2016-10-05,482,4,2016-10-06,2016-10-06,Marcelene,Baldwin Bikes
703,2016-10-06,483,4,2016-10-07,2016-10-09,Mireya,Santa Cruz Bikes
421,2016-10-06,484,4,2016-10-09,2016-10-07,Venita,Baldwin Bikes
465,2016-10-06,485,4,2016-10-08,2016-10-07,Venita,Baldwin Bikes
709,2016-10-06,486,4,2016-10-08,2016-10-09,Venita,Baldwin Bikes
827,2016-10-06,487,4,2016-10-09,2016-10-09,Marcelene,Baldwin Bikes
921,2016-10-06,488,4,2016-10-09,2016-10-08,Marcelene,Baldwin Bikes
899,2016-10-06,489,4,2016-10-08,2016-10-08,Kali,Rowlett Bikes
876,2016-10-07,490,4,2016-10-10,2016-10-09,Marcelene,Baldwin Bikes
1048,2016-10-08,491,4,2016-10-10,2016-10-11,Mireya,Santa Cruz Bikes
191,2016-10-09,492,4,2016-10-10,2016-10-12,Mireya,Santa Cruz Bikes
796,2016-10-09,493,4,2016-10-12,2016-10-11,Genna,Santa Cruz Bikes
875,2016-10-09,494,4,2016-10-10,2016-10-11,Marcelene,Baldwin Bikes
712,2016-10-10,495,4,2016-10-12,2016-10-13,Genna,Santa Cruz Bikes
193,2016-10-10,496,4,2016-10-12,2016-10-11,Marcelene,Baldwin Bikes
785,2016-10-10,497,4,2016-10-11,2016-10-11,Marcelene,Baldwin Bikes
1331,2016-10-10,498,4,2016-10-12,2016-10-11,Marcelene,Baldwin Bikes
260,2016-10-11,499,4,2016-10-14,2016-10-13,Mireya,Santa Cruz Bikes
148,2016-10-11,500,4,2016-10-12,2016-10-13,Marcelene,Baldwin Bikes
977,2016-10-11,501,4,2016-10-12,2016-10-13,Venita,Baldwin Bikes
401,2016-10-12,502,4,2016-10-13,2016-10-13,Layla,Rowlett Bikes
932,2016-10-13,503,4,2016-10-16,2016-10-14,Marcelene,Baldwin Bikes
1381,2016-10-14,504,4,2016-10-15,2016-10-15,Mireya,Santa Cruz Bikes
721,2016-10-14,505,4,2016-10-16,2016-10-17,Marcelene,Baldwin Bikes
831,2016-10-14,506,4,2016-10-16,2016-10-16,Marcelene,Baldwin Bikes
1378,2016-10-15,507,4,2016-10-17,2016-10-17,Genna,Santa Cruz Bikes
1359,2016-10-15,508,4,2016-10-18,2016-10-18,Marcelene,Baldwin Bikes
235,2016-10-16,509,4,2016-10-17,2016-10-17,Venita,Baldwin Bikes
586,2016-10-17,510,4,2016-10-18,2016-10-18,Venita,Baldwin Bikes
377,2016-10-18,511,4,2016-10-20,2016-10-19,Venita,Baldwin Bikes
8,2016-10-19,512,4,2016-10-22,2016-10-20,Venita,Baldwin Bikes
155,2016-10-19,513,4,2016-10-21,2016-10-21,Marcelene,Baldwin Bikes
927,2016-10-19,514,4,2016-10-21,2016-10-20,Venita,Baldwin Bikes
986,2016-10-19,515,4,2016-10-20,2016-10-22,Marcelene,Baldwin Bikes
111,2016-10-21,516,4,2016-10-23,2016-10-24,Marcelene,Baldwin Bikes
613,2016-10-21,517,4,2016-10-22,2016-10-24,Marcelene,Baldwin Bikes
1374,2016-10-22,518,4,2016-10-24,2016-10-25,Mireya,Santa Cruz Bikes
54,2016-10-22,519,4,2016-10-23,2016-10-24,Venita,Baldwin Bikes
639,2016-10-23,520,4,2016-10-26,2016-10-24,Venita,Baldwin Bikes
664,2016-10-23,521,4,2016-10-25,2016-10-25,Marcelene,Baldwin Bikes
724,2016-10-23,522,4,2016-10-24,2016-10-24,Venita,Baldwin Bikes
1056,2016-10-24,523,4,2016-10-26,2016-10-27,Marcelene,Baldwin Bikes
569,2016-10-25,524,4,2016-10-26,2016-10-27,Mireya,Santa Cruz Bikes
1315,2016-10-26,525,4,2016-10-28,2016-10-29,Genna,Santa Cruz Bikes
1096,2016-10-26,526,4,2016-10-28,2016-10-28,Marcelene,Baldwin Bikes
506,2016-10-27,527,4,2016-10-29,2016-10-28,Mireya,Santa Cruz Bikes
676,2016-10-28,528,4,2016-10-31,2016-10-31,Venita,Baldwin Bikes
753,2016-10-28,529,4,2016-10-30,2016-10-31,Venita,Baldwin Bikes
773,2016-10-28,530,4,2016-10-31,2016-10-31,Marcelene,Baldwin Bikes
116,2016-10-28,531,4,2016-10-29,2016-10-30,Kali,Rowlett Bikes
817,2016-10-29,532,4,2016-10-31,2016-10-30,Venita,Baldwin Bikes
1334,2016-10-29,533,4,2016-11-01,2016-11-01,Marcelene,Baldwin Bikes
1406,2016-10-29,534,4,2016-10-30,2016-10-31,Venita,Baldwin Bikes
835,2016-10-29,535,4,2016-10-31,2016-11-01,Layla,Rowlett Bikes
759,2016-10-31,536,4,2016-11-02,2016-11-01,Genna,Santa Cruz Bikes
1353,2016-10-31,537,4,2016-11-01,2016-11-03,Mireya,Santa Cruz Bikes
341,2016-11-02,538,4,2016-11-05,2016-11-05,Marcelene,Baldwin Bikes
1144,2016-11-02,539,4,2016-11-04,2016-11-03,Venita,Baldwin Bikes
1429,2016-11-03,540,4,2016-11-05,2016-11-06,Genna,Santa Cruz Bikes
1228,2016-11-04,541,4,2016-11-07,2016-11-07,Genna,Santa Cruz Bikes
313,2016-11-04,542,4,2016-11-06,2016-11-05,Venita,Baldwin Bikes
62,2016-11-06,543,4,2016-11-09,2016-11-08,Marcelene,Baldwin Bikes
321,2016-11-06,544,4,2016-11-07,2016-11-08,Venita,Baldwin Bikes
1108,2016-11-08,545,4,2016-11-10,2016-11-09,Layla,Rowlett Bikes
470,2016-11-09,546,4,2016-11-12,2016-11-10,Venita,Baldwin Bikes
20,2016-11-09,547,4,2016-11-11,2016-11-10,Kali,Rowlett Bikes
739,2016-11-11,548,4,2016-11-13,2016-11-13,Venita,Baldwin Bikes
64,2016-11-12,549,3,2016-11-12,,Layla,Rowlett Bikes
892,2016-11-12,550,4,2016-11-14,2016-11-15,Venita,Baldwin Bikes
1169,2016-11-12,551,4,2016-11-13,2016-11-13,Marcelene,Baldwin Bikes
1282,2016-11-12,552,4,2016-11-15,2016-11-13,Venita,Baldwin Bikes
913,2016-11-12,553,4,2016-11-13,2016-11-15,Layla,Rowlett Bikes
104,2016-11-13,554,4,2016-11-14,2016-11-16,Genna,Santa Cruz Bikes
212,2016-11-13,555,4,2016-11-14,2016-11-16,Venita,Baldwin Bikes
61,2016-11-13,556,4,2016-11-14,2016-11-15,Layla,Rowlett Bikes
1248,2016-11-14,557,4,2016-11-17,2016-11-15,Marcelene,Baldwin Bikes
1443,2016-11-15,558,4,2016-11-16,2016-11-17,Venita,Baldwin Bikes
959,2016-11-16,559,4,2016-11-17,2016-11-17,Mireya,Santa Cruz Bikes
1405,2016-11-18,560,4,2016-11-19,2016-11-21,Marcelene,Baldwin Bikes
90,2016-11-19,561,4,2016-11-22,2016-11-22,Marcelene,Baldwin Bikes
942,2016-11-19,562,4,2016-11-20,2016-11-22,Venita,Baldwin Bikes
365,2016-11-20,563,4,2016-11-22,2016-11-21,Marcelene,Baldwin Bikes
1058,2016-11-20,564,4,2016-11-23,2016-11-22,Venita,Baldwin Bikes
894,2016-11-21,565,4,2016-11-22,2016-11-22,Venita,Baldwin Bikes
298,2016-11-22,566,4,2016-11-25,2016-11-23,Genna,Santa Cruz Bikes
1430,2016-11-22,567,4,2016-11-23,2016-11-23,Mireya,Santa Cruz Bikes
1275,2016-11-23,568,4,2016-11-25,2016-11-24,Genna,Santa Cruz Bikes
707,2016-11-23,569,4,2016-11-24,2016-11-25,Marcelene,Baldwin Bikes
989,2016-11-23,570,4,2016-11-24,2016-11-25,Marcelene,Baldwin Bikes
5,2016-11-24,571,4,2016-11-25,2016-11-27,Mireya,Santa Cruz Bikes
178,2016-11-24,572,4,2016-11-26,2016-11-26,Marcelene,Baldwin Bikes
423,2016-11-24,573,4,2016-11-26,2016-11-27,Marcelene,Baldwin Bikes
833,2016-11-26,574,4,2016-11-27,2016-11-29,Venita,Baldwin Bikes
33,2016-11-27,575,4,2016-11-28,2016-11-30,Genna,Santa Cruz Bikes
1272,2016-11-27,576,4,2016-11-30,2016-11-28,Genna,Santa Cruz Bikes
445,2016-11-27,577,4,2016-11-30,2016-11-29,Marcelene,Baldwin Bikes
819,2016-11-27,578,4,2016-11-28,2016-11-29,Venita,Baldwin Bikes
160,2016-11-27,579,4,2016-11-30,2016-11-29,Kali,Rowlett Bikes
581,2016-11-30,580,4,2016-12-02,2016-12-02,Genna,Santa Cruz Bikes
688,2016-12-03,581,4,2016-12-05,2016-12-06,Genna,Santa Cruz Bikes
32,2016-12-04,582,3,2016-12-04,,Mireya,Santa Cruz Bikes
792,2016-12-04,583,4,2016-12-05,2016-12-07,Venita,Baldwin Bikes
1209,2016-12-04,584,4,2016-12-05,2016-12-05,Venita,Baldwin Bikes
1219,2016-12-04,585,4,2016-12-05,2016-12-05,Venita,Baldwin Bikes
1306,2016-12-04,586,4,2016-12-06,2016-12-05,Marcelene,Baldwin Bikes
487,2016-12-06,587,4,2016-12-08,2016-12-08,Mireya,Santa Cruz Bikes
102,2016-12-06,588,4,2016-12-07,2016-12-07,Venita,Baldwin Bikes
719,2016-12-06,589,4,2016-12-07,2016-12-07,Venita,Baldwin Bikes
990,2016-12-06,590,4,2016-12-09,2016-12-07,Venita,Baldwin Bikes
1211,2016-12-06,591,4,2016-12-09,2016-12-09,Venita,Baldwin Bikes
1232,2016-12-06,592,4,2016-12-08,2016-12-08,Venita,Baldwin Bikes
50,2016-12-07,593,4,2016-12-10,2016-12-08,Kali,Rowlett Bikes
1318,2016-12-07,594,4,2016-12-08,2016-12-08,Kali,Rowlett Bikes
538,2016-12-08,595,4,2016-12-09,2016-12-11,Mireya,Santa Cruz Bikes
952,2016-12-08,596,4,2016-12-09,2016-12-09,Genna,Santa Cruz Bikes
1121,2016-12-08,597,4,2016-12-09,2016-12-10,Marcelene,Baldwin Bikes
40,2016-12-09,598,3,2016-12-09,,Genna,Santa Cruz Bikes
1,2016-12-09,599,4,2016-12-10,2016-12-12,Marcelene,Baldwin Bikes
624,2016-12-09,600,4,2016-12-12,2016-12-11,Venita,Baldwin Bikes
683,2016-12-09,601,4,2016-12-10,2016-12-10,Marcelene,Baldwin Bikes
823,2016-12-09,602,4,2016-12-10,2016-12-11,Marcelene,Baldwin Bikes
1032,2016-12-09,603,4,2016-12-10,2016-12-10,Venita,Baldwin Bikes
96,2016-12-10,604,4,2016-12-13,2016-12-12,Venita,Baldwin Bikes
1208,2016-12-10,605,4,2016-12-11,2016-12-12,Marcelene,Baldwin Bikes
18,2016-12-11,606,4,2016-12-12,2016-12-13,Venita,Baldwin Bikes
309,2016-12-11,607,4,2016-12-14,2016-12-13,Marcelene,Baldwin Bikes
1103,2016-12-12,608,4,2016-12-15,2016-12-14,Genna,Santa Cruz Bikes
896,2016-12-12,609,4,2016-12-13,2016-12-14,Venita,Baldwin Bikes
711,2016-12-13,610,4,2016-12-15,2016-12-14,Marcelene,Baldwin Bikes
1073,2016-12-15,611,4,2016-12-17,2016-12-18,Venita,Baldwin Bikes
634,2016-12-16,612,4,2016-12-17,2016-12-17,Venita,Baldwin Bikes
1159,2016-12-17,613,4,2016-12-19,2016-12-19,Venita,Baldwin Bikes
654,2016-12-18,614,4,2016-12-21,2016-12-21,Mireya,Santa Cruz Bikes
560,2016-12-19,615,4,2016-12-22,2016-12-21,Layla,Rowlett Bikes
1444,2016-12-20,616,4,2016-12-23,2016-12-23,Marcelene,Baldwin Bikes
118,2016-12-21,617,4,2016-12-23,2016-12-23,Venita,Baldwin Bikes
131,2016-12-21,618,4,2016-12-22,2016-12-22,Marcelene,Baldwin Bikes
454,2016-12-22,619,4,2016-12-25,2016-12-25,Venita,Baldwin Bikes
466,2016-12-22,620,4,2016-12-24,2016-12-24,Marcelene,Baldwin Bikes
1157,2016-12-23,621,4,2016-12-25,2016-12-24,Marcelene,Baldwin Bikes
1398,2016-12-23,622,4,2016-12-26,2016-12-25,Venita,Baldwin Bikes
678,2016-12-24,623,4,2016-12-26,2016-12-27,Marcelene,Baldwin Bikes
814,2016-12-24,624,4,2016-12-25,2016-12-27,Marcelene,Baldwin Bikes
1163,2016-12-25,625,4,2016-12-28,2016-12-26,Mireya,Santa Cruz Bikes
130,2016-12-25,626,4,2016-12-28,2016-12-27,Venita,Baldwin Bikes
1119,2016-12-25,627,4,2016-12-26,2016-12-28,Marcelene,Baldwin Bikes
561,2016-12-26,628,4,2016-12-29,2016-12-27,Genna,Santa Cruz Bikes
973,2016-12-26,629,4,2016-12-27,2016-12-29,Mireya,Santa Cruz Bikes
1404,2016-12-26,630,4,2016-12-27,2016-12-28,Marcelene,Baldwin Bikes
855,2016-12-27,631,4,2016-12-29,2016-12-29,Genna,Santa Cruz Bikes
163,2016-12-27,632,4,2016-12-29,2016-12-29,Venita,Baldwin Bikes
1040,2016-12-28,633,4,2016-12-31,2016-12-30,Kali,Rowlett Bikes
27,2016-12-29,634,4,2017-01-01,2016-12-30,Marcelene,Baldwin Bikes
520,2016-12-30,635,4,2017-01-02,2016-12-31,Marcelene,Baldwin Bikes
532,2017-01-03,636,4,2017-01-04,2017-01-05,Mireya,Santa Cruz Bikes
512,2017-01-03,637,4,2017-01-05,2017-01-05,Marcelene,Baldwin Bikes
1302,2017-01-04,638,4,2017-01-05,2017-01-06,Venita,Baldwin Bikes
550,2017-01-06,639,4,2017-01-07,2017-01-07,Marcelene,Baldwin Bikes
1093,2017-01-06,640,4,2017-01-08,2017-01-07,Marcelene,Baldwin Bikes
673,2017-01-07,641,4,2017-01-10,2017-01-08,Genna,Santa Cruz Bikes
847,2017-01-07,642,4,2017-01-09,2017-01-10,Venita,Baldwin Bikes
901,2017-01-08,643,4,2017-01-09,2017-01-11,Genna,Santa Cruz Bikes
439,2017-01-08,644,4,2017-01-11,2017-01-10,Marcelene,Baldwin Bikes
1199,2017-01-08,645,4,2017-01-11,2017-01-10,Marcelene,Baldwin Bikes
975,2017-01-09,646,4,2017-01-12,2017-01-11,Mireya,Santa Cruz Bikes
283,2017-01-09,647,4,2017-01-10,2017-01-11,Venita,Baldwin Bikes
684,2017-01-09,648,4,2017-01-11,2017-01-11,Marcelene,Baldwin Bikes
1153,2017-01-10,649,4,2017-01-11,2017-01-13,Genna,Santa Cruz Bikes
729,2017-01-11,650,4,2017-01-14,2017-01-12,Mireya,Santa Cruz Bikes
190,2017-01-11,651,4,2017-01-13,2017-01-13,Venita,Baldwin Bikes
985,2017-01-12,652,4,2017-01-15,2017-01-13,Layla,Rowlett Bikes
1249,2017-01-14,653,4,2017-01-17,2017-01-15,Mireya,Santa Cruz Bikes
1129,2017-01-14,654,4,2017-01-15,2017-01-17,Venita,Baldwin Bikes
347,2017-01-16,655,4,2017-01-17,2017-01-18,Genna,Santa Cruz Bikes
949,2017-01-16,656,4,2017-01-17,2017-01-18,Venita,Baldwin Bikes
349,2017-01-17,657,4,2017-01-19,2017-01-20,Mireya,Santa Cruz Bikes
